timestamp,subscription_id,detected_issue,diagnosed_cause,chosen_action,retry_attempt_number,outcome
2026-09-04 03:34:06,sub_100506,bank_technical_decline,transient_bank_error,immediate_retry_once,1,recovered
2026-09-04 03:34:06,sub_100516,insufficient_funds,funding_shortfall,retry_scheduled,1,still_failed
2026-09-04 03:34:06,sub_100521,insufficient_funds,funding_shortfall,retry_scheduled,1,recovered
2026-09-04 03:34:06,sub_100542,risk_block,fraud_or_risk_hold,manual_review_escalation,,correctly_stopped
2026-09-04 03:34:06,sub_100563,insufficient_funds,funding_shortfall,retry_scheduled,1,still_failed
2026-09-04 03:34:06,sub_100572,mandate_revoked,mandate_lifecycle,no_retry_winback_offer,,correctly_stopped
2026-09-04 03:34:06,sub_100575,insufficient_funds,funding_shortfall,recovery_abandoned,1,still_failed
2026-09-04 03:34:06,sub_100580,insufficient_funds,funding_shortfall,recovery_abandoned,1,still_failed
2026-09-04 03:34:06,sub_100582,mandate_expired,mandate_lifecycle,reauth_request,1,still_failed
2026-09-04 03:34:06,sub_100602,insufficient_funds,funding_shortfall,recovery_abandoned,1,still_failed
2026-09-04 03:34:06,sub_100603,insufficient_funds,funding_shortfall,retry_scheduled,1,still_failed
2026-09-04 03:34:06,sub_100627,bank_technical_decline,transient_bank_error,recovery_abandoned,1,still_failed
2026-09-04 03:34:06,sub_100634,mandate_expired,mandate_lifecycle,reauth_request,1,still_failed
2026-09-04 03:34:06,sub_100637,insufficient_funds,funding_shortfall,recovery_abandoned,1,still_failed
2026-09-04 03:34:06,sub_100639,insufficient_funds,funding_shortfall,retry_scheduled,1,still_failed
2026-09-04 03:34:06,sub_100646,insufficient_funds,funding_shortfall,retry_scheduled,1,still_failed
2026-09-04 03:34:06,sub_100656,insufficient_funds,funding_shortfall,retry_scheduled,1,still_failed
2026-09-04 03:34:06,sub_100672,instrument_expired,payment_instrument_issue,update_payment_method_request,1,still_failed
2026-09-04 03:34:06,sub_100684,instrument_expired,payment_instrument_issue,update_payment_method_request,1,recovered
2026-09-04 03:34:06,sub_100685,insufficient_funds,funding_shortfall,recovery_abandoned,1,still_failed
